998	United States	Telestream	Vantage LightSpeed	http://www.telestream.net/vantage/lightspeed-server.htm	Enterprise-class live streaming system that can ingest, encode, package and deploy multiple sources to multiple destinations. System utilizes the latest technologies to deliver pristine quality and exceptional processing speed. Video processing and transcoding can be accelerated with GPU for up to 9x speed improvements
999	United States	Nvidia	VariantWorks	https://github.com/clara-parabricks/VariantWorks	VariantWorks is a framework to enable the development of Deep Learning based genomic read processing tasks such as variant calling, consensus calling, etc. It provides a library of data encoding and parsing functions commonly applicable to read processing, along with a simple way to plug them into a Deep Learning pipeline.
1000	United States	University of Vienna	VASP	www.vasp.at	Complex package for performing ab-initio quantum-mechanical molecular dynamics (MD) simulations using pseudopotentials or the projector-augmented wave method and a plane wave basis set
1001	United States	Nemetschek VECTORWORKS	Vectorworks	www.vectorworks.net/	Building Information Modeling (BIM) enabled design software for the Architecture, Landscape, and Entertainment industries.
1002	France	Veesion	Veesion	https://veesion.io/en/product/	Shoplifting detection using deep learning algorithm that continuously analyses the content of security cameras. It automatically detects gestures associated with shoplifting in real-time. Sends a video alert to a human operator who confirms the theft and takes action.
1003	United States	University of California, San Francisco	VEGA ZZ	http://www.msg.ucsf.edu/local/programs/Vega/pages/gl_index.htm	Molecular Modeling Toolkit
1004	United States	Magix	Vegas Pro	http://www.vegascreativesoftware.com/us/vegas-pro/product-comparison/?_ga=2.49585510.1770903867.1504582486-938815717.1504582486	Video editing
1005	United States	Imagine Communications	Velocity	http://www.imaginecommunications.com/products/playout/video-servers/news-editing-applications/velocity-prx	Video editing
1006	United States	Grass Valley	Vertigo	https://www.grassvalley.com/products/vertigo_suite/	On-air Graphics
1007	United States	Red Giant	VFX Suite	http://www.redgiant.com/products/effects-suite/	VFX Suite is a complete set of visual effects and motion graphics plugins for creating professional effects.
1008	United States	Isovideo	Viarte	http://www.isovideo.com/viarte.php	Video standards conversion
1009	United States	Topaz Labs	Video Enhance AI	https://topazlabs.com/video-enhance-ai/	Trained on thousands of videos and combining information from multiple input video frames, Topaz Video Enhance AI will enlarge and enhance your footage up to 8K resolution with true details and motion consistency.
1010	United States	NewBlueFX	Video Essentials	https://www.newbluefx.com/products/essentials/	Comprehensive collection of titling, transitions and video effects.
1011	United States	Corel	Video Studio	https://www.videostudiopro.com/en/products/videostudio/	High quality tools that build, edit, and correct video skillfully.
1012	United States	Digiarty Software	VideoProc	https://www.videoproc.com/	VideoProc is one-stop video processing software to edit, transcode, resize, enhance 4K UHD videos with full GPU acceleration.
1013	Canada	Drastic Technologies	VideoQC	https://www.drastic.tv/productsmenu-56/videoiosoftwarelist/videoqc	videoQC is a suite of video and audio analysis and playback tools with both visual and automated quality checking tools. Takes the media coming into your facility and perform a series of automated tests on video, audio and metadata values against a template, then analyze the audio and video.
1014	Austria	Joanneum Research	VidiCert	http://www.vidicert.com/en/solutions.html	Video and film quality assurance
1015	Israel	viisights solutions ltd.	ViiSights-Wise	https://www.viisights.com/products/wise/	viisights wise provides intelligent real-time video analytics of video content captured by widespread surveillance cameras located throughout traffic control centers, roads, public areas, buildings, shopping centers, commercial and industrial zones. The system processes and understands large amounts of video streams in real-time or offline (investigative mode), while providing insights and real-time alerting for a variety of actions, events and scenes of interest.    Customers can use the wise in a private cloud or via on-premise deployment. viisights wise is highly scalable, easy-to-use and efficient with GPU and CPU hardware. Real-time mode configuration supports thousands of channels per single account, where data intelligence is generated in near real-time (few seconds sliding window). wise is camera manufacturer agnostic and supports a wide range of video surveillance camera types.
1016	Finland	Supponor	Virtual Advertising Platform	https://supponor.com/what-do-we-do/virtual-advertising-platform/	The Supponor platform includes a web based management system that allows customers to create and manage virtual events from anywhere. This system provides a very flexible tool to create events, upload related artwork such as images and videos, map the artwork to zones on the virtual spaces to be placed or replaced. Creates the timings/playlist for when each asset is to be rendered in-game and includes a visualization feature that lets you see how the resulting artwork and layout will look on screen.
1017	Singapore	Visenze	Visenze	https://www.visenze.com/	ViSenze Discovery Suite delivers enhanced product discoverability, deeper catalog intelligence and contextually relevant ads designed to shorten the conversion path for consumers both online and in-store.
1018	United States	LLNL	VisIt	https://hpc.llnl.gov/data-vis/vis-software/visit	Scalable data anlysis and visualization application
1019	Finland	Visual Components	Visual Components	https://www.visualcomponents.com/products/	The next generation of 3D manufacturing simulation technology. Designed for manufacturing professionals and built on a powerful, flexible, and scalable platform.
1020	United States	Intellisite	Visual Intelligence API	http://deepvisionai.com/nvidia-metropolis-partnership.php	Deep Vision specializes in understanding visual content and getting the most value of data by applying visual recognition for enterprises.
1021	Australia	Visual Cortex	VisualCortex	https://www.visualcortex.com/	VisualCortex focuses on Smart City application mainly with AI Capable CCTV content Analytics with real time.
1022	United States	Vital Images	Vitrea®	https://www.vitalimages.com/enterprise-imaging-solution/	Vitrea provides advanced visualization tools to a range of medical specialists (including radiologists, cardiologists, oncologists and other specialists) so that they can visualize patient images and communicate with each other efficiently on a course of action. Vitrea is a crucial tool for clinical decision support and enabling physicians to communicate effectively about a common patient, and specialists rely on its detailed 2D, 3D and 4D images for confident analysis in critical scenarios.
1023	United States	vizrt	Viz Engine	http://www.vizrt.com/products/viz_engine/	On-air graphics and virtual sets
1024	United States	Argonne National Lab	vl3 (Argonne National Lab)	http://www.mcs.anl.gov/project/vl3-scalable-and-interactive-parallel-volume-rendering	Large dataset visualization in cosmology, astrophysics, and biosciences fields.
1025	United States	VideoLAN Organization	VLC Media Player	https://www.videolan.org/vlc/index.html	VLC is a free and open source cross-platform multimedia player and framework that plays most multimedia files as well as DVDs, Audio CDs, VCDs, and various streaming protocols.
